"module name","license","repository"
"@csstools/selector-specificity@2.2.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.11.0","MIT","https://github.com/eslint-community/regexpp"
"@eslint/eslintrc@2.1.4","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@8.57.0","MIT","https://github.com/eslint/eslint"
"@gar/promisify@1.1.3","MIT","https://github.com/wraithgar/gar-promisify"
"@humanwhocodes/config-array@0.11.14","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/object-schema@2.0.3","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/console@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/core@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/environment@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/globals@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/reporters@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/schemas@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/source-map@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/transform@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@28.1.3","MIT","https://github.com/facebook/jest"
"@jridgewell/gen-mapping@0.3.5","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/source-map@0.3.6","MIT","https://github.com/jridgewell/source-map"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@leichtgewicht/ip-codec@2.0.5","MIT","https://github.com/martinheidegger/ip-codec"
"@nicolo-ribaudo/eslint-scope-5-internals@5.1.1-v1","MIT",""
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/fs@1.1.1","ISC",""
"@npmcli/fs@2.1.2","ISC","https://github.com/npm/fs"
"@npmcli/move-file@1.1.2","MIT","https://github.com/npm/move-file"
"@npmcli/move-file@2.0.1","MIT","https://github.com/npm/move-file"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@pmmmwh/react-refresh-webpack-plugin@0.5.15","MIT","https://github.com/pmmmwh/react-refresh-webpack-plugin"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@restart/context@2.1.4","MIT","https://github.com/react-restart/context"
"@restart/hooks@0.4.16","MIT","https://github.com/jquense/react-common-hooks"
"@rollup/plugin-babel@5.3.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-node-resolve@11.2.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@2.4.2","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@3.1.0","MIT","https://github.com/rollup/plugins"
"@rushstack/eslint-patch@1.10.4","MIT","https://github.com/microsoft/rushstack"
"@sinclair/typebox@0.24.51","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@1.8.6","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@8.1.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@smithy/abort-controller@3.1.1","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/config-resolver@3.0.5","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/core@2.3.2","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/credential-provider-imds@3.2.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/fetch-http-handler@3.2.4","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/hash-node@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/invalid-dependency@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/is-array-buffer@2.2.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/is-array-buffer@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/middleware-content-length@3.0.5","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/middleware-endpoint@3.1.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/middleware-retry@3.0.14","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/middleware-serde@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/middleware-stack@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/node-config-provider@3.1.4","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/node-http-handler@3.1.4","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/property-provider@3.1.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/protocol-http@4.1.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/querystring-builder@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/querystring-parser@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/service-error-classification@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/shared-ini-file-loader@3.1.4","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/signature-v4@4.1.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/smithy-client@3.1.12","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/types@3.3.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/url-parser@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-base64@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-body-length-browser@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-body-length-node@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-buffer-from@2.2.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-buffer-from@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-config-provider@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-defaults-mode-browser@3.0.14","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-defaults-mode-node@3.0.14","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-endpoints@2.0.5","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-hex-encoding@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-middleware@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-retry@3.0.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-stream@3.1.3","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-uri-escape@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-utf8@2.3.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-utf8@3.0.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-waiter@3.1.2","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@surma/rollup-plugin-off-main-thread@2.2.3","Apache-2.0","https://github.com/surma/rollup-plugin-off-main-thread"
"@svgr/babel-plugin-add-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
"@svgr/babel-plugin-replace-jsx-attribute-value@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-replace-jsx-attribute-value"
"@svgr/babel-plugin-svg-dynamic-title@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-dynamic-title"
"@svgr/babel-plugin-svg-em-dimensions@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-em-dimensions"
"@svgr/babel-plugin-transform-react-native-svg@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-react-native-svg"
"@svgr/babel-plugin-transform-svg-component@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-svg-component"
"@svgr/babel-preset@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-preset"
"@svgr/core@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/core"
"@svgr/hast-util-to-babel-ast@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/hast-util-to-babel-ast"
"@svgr/plugin-jsx@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/webpack"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@tootallnate/once@2.0.0","MIT","https://github.com/TooTallNate/once"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bonjour@3.5.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@8.56.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.39","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.19.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
